genome	tool	rank	metric	value	novelty_category	taxonomy	kingdom	novelty_category_novel	tool2
GCA_020072845.1_genomic	metabuli	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020072845	novel Bacteria	novel family	Metabuli
GCA_020073185.1_genomic	singlem	kingdom	Bray-Curtis distance	0.016610495907559	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	SingleM
GCA_020073185.1_genomic	singlem	phylum	Bray-Curtis distance	0.0161448140900196	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	SingleM
GCA_020073185.1_genomic	singlem	class	Bray-Curtis distance	0.0161448140900196	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	SingleM
GCA_020073185.1_genomic	singlem	order	Bray-Curtis distance	0.0161448140900196	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	SingleM
GCA_020073185.1_genomic	singlem	family	Bray-Curtis distance	0.466458658346334	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	SingleM
GCA_020073185.1_genomic	singlem	genus	Bray-Curtis distance	0.414344991108477	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	SingleM
GCA_020073185.1_genomic	singlem	species	Bray-Curtis distance	0.355301794453507	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	SingleM
GCA_020073185.1_genomic	metaphlan	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	MetaPhlAn
GCA_020073185.1_genomic	metaphlan	phylum	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	MetaPhlAn
GCA_020073185.1_genomic	metaphlan	class	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	MetaPhlAn
GCA_020073185.1_genomic	metaphlan	order	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	MetaPhlAn
GCA_020073185.1_genomic	metaphlan	family	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	MetaPhlAn
GCA_020073185.1_genomic	metaphlan	genus	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	MetaPhlAn
GCA_020073185.1_genomic	metaphlan	species	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	MetaPhlAn
GCA_020073185.1_genomic	motus	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	motus	phylum	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	motus	class	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	motus	order	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	motus	family	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	motus	genus	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	motus	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	kraken	kingdom	Bray-Curtis distance	0.160086617448859	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073185.1_genomic	kraken	phylum	Bray-Curtis distance	0.333851716944286	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073185.1_genomic	kraken	class	Bray-Curtis distance	0.340779206191396	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073185.1_genomic	kraken	order	Bray-Curtis distance	0.367833352418785	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073185.1_genomic	kraken	family	Bray-Curtis distance	0.492932048042863	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073185.1_genomic	kraken	genus	Bray-Curtis distance	0.499404683205279	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073185.1_genomic	kraken	species	Bray-Curtis distance	0.499439742056292	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073185.1_genomic	sourmash	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	sourmash
GCA_020073185.1_genomic	sourmash	phylum	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	sourmash
GCA_020073185.1_genomic	sourmash	class	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	sourmash
GCA_020073185.1_genomic	sourmash	order	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	sourmash
GCA_020073185.1_genomic	sourmash	family	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	sourmash
GCA_020073185.1_genomic	sourmash	genus	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	sourmash
GCA_020073185.1_genomic	sourmash	species	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	sourmash
GCA_020073185.1_genomic	kaiju	kingdom	Bray-Curtis distance	0.0115711964248479	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	kaiju	phylum	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	kaiju	class	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	kaiju	order	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	kaiju	family	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	kaiju	genus	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	kaiju	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	map2b	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	map2b	phylum	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	map2b	class	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	map2b	order	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	map2b	family	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	map2b	genus	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	map2b	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	
GCA_020073185.1_genomic	metabuli	kingdom	Bray-Curtis distance	0.0856975980382113	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Metabuli
GCA_020073185.1_genomic	metabuli	phylum	Bray-Curtis distance	0.347545073301388	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Metabuli
GCA_020073185.1_genomic	metabuli	class	Bray-Curtis distance	0.354916925829974	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Metabuli
GCA_020073185.1_genomic	metabuli	order	Bray-Curtis distance	0.359257638857492	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Metabuli
GCA_020073185.1_genomic	metabuli	family	Bray-Curtis distance	0.477623526866368	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Metabuli
GCA_020073185.1_genomic	metabuli	genus	Bray-Curtis distance	0.880809111507931	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Metabuli
GCA_020073185.1_genomic	metabuli	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQGF01;g__JAIQGF01;s__JAIQGF01 sp020073185	novel Bacteria	novel family	Metabuli
GCA_020073495.1_genomic	singlem	kingdom	Bray-Curtis distance	0.0201912858660999	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	SingleM
GCA_020073495.1_genomic	singlem	phylum	Bray-Curtis distance	0.0177419354838709	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	SingleM
GCA_020073495.1_genomic	singlem	class	Bray-Curtis distance	0.0177419354838709	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	SingleM
GCA_020073495.1_genomic	singlem	order	Bray-Curtis distance	0.0213110331804693	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	SingleM
GCA_020073495.1_genomic	singlem	family	Bray-Curtis distance	0.434155141310884	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	SingleM
GCA_020073495.1_genomic	singlem	genus	Bray-Curtis distance	0.387170302832954	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	SingleM
GCA_020073495.1_genomic	singlem	species	Bray-Curtis distance	0.335920959774171	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	SingleM
GCA_020073495.1_genomic	metaphlan	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	MetaPhlAn
GCA_020073495.1_genomic	metaphlan	phylum	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	MetaPhlAn
GCA_020073495.1_genomic	metaphlan	class	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	MetaPhlAn
GCA_020073495.1_genomic	metaphlan	order	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	MetaPhlAn
GCA_020073495.1_genomic	metaphlan	family	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	MetaPhlAn
GCA_020073495.1_genomic	metaphlan	genus	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	MetaPhlAn
GCA_020073495.1_genomic	metaphlan	species	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	MetaPhlAn
GCA_020073495.1_genomic	motus	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	motus	phylum	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	motus	class	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	motus	order	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	motus	family	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	motus	genus	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	motus	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	kraken	kingdom	Bray-Curtis distance	0.128648044188271	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073495.1_genomic	kraken	phylum	Bray-Curtis distance	0.314852500332845	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073495.1_genomic	kraken	class	Bray-Curtis distance	0.323728842457348	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073495.1_genomic	kraken	order	Bray-Curtis distance	0.352171561456	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073495.1_genomic	kraken	family	Bray-Curtis distance	0.499839203841116	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073495.1_genomic	kraken	genus	Bray-Curtis distance	0.499716593331961	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073495.1_genomic	kraken	species	Bray-Curtis distance	0.499804178400081	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Kraken2+Bracken
GCA_020073495.1_genomic	sourmash	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	sourmash
GCA_020073495.1_genomic	sourmash	phylum	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	sourmash
GCA_020073495.1_genomic	sourmash	class	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	sourmash
GCA_020073495.1_genomic	sourmash	order	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	sourmash
GCA_020073495.1_genomic	sourmash	family	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	sourmash
GCA_020073495.1_genomic	sourmash	genus	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	sourmash
GCA_020073495.1_genomic	sourmash	species	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	sourmash
GCA_020073495.1_genomic	kaiju	kingdom	Bray-Curtis distance	0.0319242741165952	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	kaiju	phylum	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	kaiju	class	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	kaiju	order	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	kaiju	family	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	kaiju	genus	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	kaiju	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	map2b	kingdom	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	map2b	phylum	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	map2b	class	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	map2b	order	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	map2b	family	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	map2b	genus	Bray-Curtis distance	0.5	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	map2b	species	Bray-Curtis distance	1	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	
GCA_020073495.1_genomic	metabuli	kingdom	Bray-Curtis distance	0.0710079267463648	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Metabuli
GCA_020073495.1_genomic	metabuli	phylum	Bray-Curtis distance	0.326972301333436	family	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAIQFD01;g__JAIQFD01;s__JAIQFD01 sp020073495	novel Bacteria	novel family	Metabuli
